sample, loss, baseline, augmentation, metric,obamacare,gay-marriage,drug-policy,corporate-tax,climate-change
random,mlm_cosdist,source,span_cutoff,pew_rank_similarity,0.34,0.21,0.2,0.3,0.16
random,mlm_cosdist,source,word_replacement,cluster_performance,2.76,4.66,4.34,3.65,6.32
random,mlm_cosdist,source,word_replacement,allsides_rank_similarity,0.38,0.22,0.3,0.32,0.17
random,mlm_cosdist,source,word_replacement,pew_rank_similarity,0.35,0.24,0.2,0.28,0.19
random,mlm_cosdist,source,sentence_replacement,cluster_performance,5.26,4.63,4.14,4.28,6.03
random,mlm_cosdist,source,sentence_replacement,allsides_rank_similarity,0.38,0.23,0.34,0.31,0.19
random,mlm_cosdist,source,sentence_replacement,pew_rank_similarity,0.36,0.2,0.24,0.28,0.13
random,mlm_supercon,trust,sentence_order_replacement,cluster_performance,5.3,4.52,4.08,4.69,5.87
random,mlm_supercon,trust,sentence_order_replacement,allsides_rank_similarity,0.39,0.21,0.32,0.3,0.15
random,mlm_supercon,trust,sentence_order_replacement,pew_rank_similarity,0.34,0.23,0.22,0.26,0.19
random,mlm_supercon,trust,word_replacement,cluster_performance,5.3,4.48,3.14,4.44,5.52
random,mlm_supercon,trust,word_replacement,allsides_rank_similarity,0.4,0.24,0.29,0.31,0.19
random,mlm_supercon,trust,word_replacement,pew_rank_similarity,0.34,0.23,0.19,0.28,0.2
random,mlm_supercon,trust,sentence_replacement,cluster_performance,5.3,4.54,4.38,4.03,3.96
random,mlm_supercon,trust,sentence_replacement,allsides_rank_similarity,0.38,0.21,0.28,0.33,0.18
random,mlm_supercon,trust,sentence_replacement,pew_rank_similarity,0.35,0.26,0.2,0.33,0.24
random,mlm_supercon,trust,word_order_replacement,cluster_performance,5.3,4.35,5.23,5.4,4.59
random,mlm_supercon,trust,word_order_replacement,allsides_rank_similarity,0.4,0.25,0.31,0.35,0.19
random,mlm_supercon,trust,word_order_replacement,pew_rank_similarity,0.28,0.22,0.2,0.31,0.15
random,mlm_supercon,trust,span_cutoff,cluster_performance,5.26,4.57,4.03,4.88,5.89
random,mlm_supercon,trust,span_cutoff,allsides_rank_similarity,0.35,0.22,0.3,0.3,0.16
random,mlm_supercon,trust,span_cutoff,pew_rank_similarity,0.33,0.25,0.2,0.3,0.18
random,mlm_supercon,source,sentence_order_replacement,cluster_performance,5.31,4.64,4.14,4.87,5.97
random,mlm_supercon,source,sentence_order_replacement,allsides_rank_similarity,0.39,0.21,0.32,0.3,0.15
random,mlm_supercon,source,sentence_order_replacement,pew_rank_similarity,0.33,0.19,0.2,0.27,0.16
random,mlm_supercon,source,sentence_replacement,cluster_performance,5.31,4.66,4.5,4.14,4.08
random,mlm_supercon,source,sentence_replacement,allsides_rank_similarity,0.38,0.21,0.28,0.33,0.18
random,mlm_supercon,source,sentence_replacement,pew_rank_similarity,0.33,0.24,0.17,0.29,0.2
random,mlm_supercon,source,word_replacement,cluster_performance,5.31,4.61,3.22,4.58,5.77
random,mlm_supercon,source,word_replacement,allsides_rank_similarity,0.4,0.24,0.29,0.31,0.19
random,mlm_supercon,source,word_replacement,pew_rank_similarity,0.34,0.21,0.18,0.28,0.16
random,mlm_supercon,source,span_cutoff,cluster_performance,5.26,4.7,4.11,5.05,6.04
random,mlm_supercon,source,span_cutoff,allsides_rank_similarity,0.35,0.22,0.3,0.3,0.16
random,mlm_supercon,source,span_cutoff,pew_rank_similarity,0.33,0.22,0.19,0.31,0.13
random,mlm_supercon,source,word_order_replacement,cluster_performance,5.31,4.47,5.44,5.68,4.64
random,mlm_supercon,source,word_order_replacement,allsides_rank_similarity,0.4,0.25,0.31,0.35,0.19
random,mlm_supercon,source,word_order_replacement,pew_rank_similarity,0.3,0.2,0.23,0.31,0.16
trigram_inner,mlm,trust,word_replacement,cluster_performance,5.41,4.67,5.05,4.24,5.02
trigram_inner,mlm,trust,word_replacement,allsides_rank_similarity,0.34,0.16,0.2,0.19,0.1
trigram_inner,mlm,trust,word_replacement,pew_rank_similarity,0.23,0.17,0.13,0.24,0.16
trigram_inner,mlm,trust,sentence_order_replacement,cluster_performance,5.4,4.86,4.51,4.39,4.82
trigram_inner,mlm,trust,sentence_order_replacement,allsides_rank_similarity,0.3,0.13,0.2,0.22,0.0
trigram_inner,mlm,trust,sentence_order_replacement,pew_rank_similarity,0.22,0.14,0.09,0.25,0.08
trigram_inner,mlm,trust,sentence_replacement,cluster_performance,4.81,4.88,4.42,2.84,5.06
trigram_inner,mlm,trust,sentence_replacement,allsides_rank_similarity,0.34,0.17,0.13,0.21,-0.01
trigram_inner,mlm,trust,sentence_replacement,pew_rank_similarity,0.24,0.19,0.05,0.2,0.05
trigram_inner,mlm,trust,no_augmentation,cluster_performance,6.0,4.82,4.54,4.63,4.86
trigram_inner,mlm,trust,no_augmentation,allsides_rank_similarity,0.31,0.12,0.18,0.21,0.07
trigram_inner,mlm,trust,no_augmentation,pew_rank_similarity,0.21,0.16,0.2,0.2,0.14
trigram_inner,mlm,trust,word_order_replacement,cluster_performance,5.05,4.73,5.3,5.0,4.52
trigram_inner,mlm,trust,word_order_replacement,allsides_rank_similarity,0.27,0.07,0.12,0.2,0.01
trigram_inner,mlm,trust,word_order_replacement,pew_rank_similarity,0.24,0.09,0.06,0.21,0.1
trigram_inner,mlm,trust,duplicate,cluster_performance,3.65,4.38,5.61,3.21,5.0
trigram_inner,mlm,trust,duplicate,allsides_rank_similarity,0.26,0.12,0.18,0.22,0.0
trigram_inner,mlm,trust,duplicate,pew_rank_similarity,0.24,0.12,0.06,0.21,0.07
trigram_inner,mlm,trust,span_cutoff,cluster_performance,4.27,4.73,4.82,4.65,4.64
trigram_inner,mlm,trust,span_cutoff,allsides_rank_similarity,0.34,0.15,0.17,0.19,-0.02
trigram_inner,mlm,trust,span_cutoff,pew_rank_similarity,0.22,0.08,0.06,0.17,0.04
trigram_inner,mlm,source,sentence_order_replacement,cluster_performance,5.4,4.99,4.65,4.64,4.79
trigram_inner,mlm,source,sentence_order_replacement,allsides_rank_similarity,0.3,0.13,0.2,0.22,0.0
trigram_inner,mlm,source,sentence_order_replacement,pew_rank_similarity,0.21,0.17,0.15,0.21,0.1
trigram_inner,mlm,source,duplicate,cluster_performance,3.65,4.52,5.81,3.24,5.03
trigram_inner,mlm,source,duplicate,allsides_rank_similarity,0.26,0.12,0.18,0.22,0.0
trigram_inner,mlm,source,duplicate,pew_rank_similarity,0.23,0.16,0.11,0.19,0.07
trigram_inner,mlm,source,word_replacement,cluster_performance,5.4,4.81,5.06,4.26,5.04
trigram_inner,mlm,source,word_replacement,allsides_rank_similarity,0.34,0.16,0.2,0.19,0.1
trigram_inner,mlm,source,word_replacement,pew_rank_similarity,0.25,0.21,0.17,0.24,0.16
trigram_inner,mlm,source,word_order_replacement,cluster_performance,5.05,4.86,5.46,5.17,4.61
trigram_inner,mlm,source,word_order_replacement,allsides_rank_similarity,0.27,0.07,0.12,0.2,0.01
trigram_inner,mlm,source,word_order_replacement,pew_rank_similarity,0.25,0.12,0.08,0.18,0.12
trigram_inner,mlm,source,no_augmentation,cluster_performance,6.15,4.93,4.67,4.75,4.89
trigram_inner,mlm,source,no_augmentation,allsides_rank_similarity,0.31,0.12,0.18,0.21,0.07
trigram_inner,mlm,source,no_augmentation,pew_rank_similarity,0.18,0.18,0.22,0.2,0.14
trigram_inner,mlm,source,span_cutoff,cluster_performance,4.27,4.85,4.84,4.65,4.67
trigram_inner,mlm,source,span_cutoff,allsides_rank_similarity,0.34,0.15,0.17,0.19,-0.02
trigram_inner,mlm,source,span_cutoff,pew_rank_similarity,0.21,0.11,0.09,0.16,0.06
trigram_inner,mlm,source,sentence_replacement,cluster_performance,4.81,5.05,4.54,3.0,5.12
trigram_inner,mlm,source,sentence_replacement,allsides_rank_similarity,0.34,0.17,0.13,0.21,-0.01
trigram_inner,mlm,source,sentence_replacement,pew_rank_similarity,0.25,0.2,0.07,0.22,0.05
trigram_inner,mlm_cosdist,trust,sentence_order_replacement,cluster_performance,4.28,4.86,4.61,4.38,4.72
trigram_inner,mlm_cosdist,trust,sentence_order_replacement,allsides_rank_similarity,0.33,0.12,0.19,0.21,0.01
trigram_inner,mlm_cosdist,trust,sentence_order_replacement,pew_rank_similarity,0.24,0.11,0.08,0.19,0.09
trigram_inner,mlm_cosdist,trust,sentence_replacement,cluster_performance,3.6,4.38,4.51,4.11,5.09
trigram_inner,mlm_cosdist,trust,sentence_replacement,allsides_rank_similarity,0.32,0.15,0.19,0.21,0.04
trigram_inner,mlm_cosdist,trust,sentence_replacement,pew_rank_similarity,0.22,0.16,0.09,0.23,0.08
trigram_inner,mlm_cosdist,trust,span_cutoff,cluster_performance,4.84,3.96,5.5,5.0,4.95
trigram_inner,mlm_cosdist,trust,span_cutoff,allsides_rank_similarity,0.34,0.12,0.16,0.24,-0.02
trigram_inner,mlm_cosdist,trust,span_cutoff,pew_rank_similarity,0.22,0.14,0.06,0.23,0.05
trigram_inner,mlm_cosdist,trust,word_order_replacement,cluster_performance,5.06,4.74,5.22,2.84,4.89
trigram_inner,mlm_cosdist,trust,word_order_replacement,allsides_rank_similarity,0.35,0.13,0.16,0.2,-0.03
trigram_inner,mlm_cosdist,trust,word_order_replacement,pew_rank_similarity,0.22,0.14,0.07,0.22,0.03
trigram_inner,mlm_cosdist,trust,word_replacement,cluster_performance,4.28,4.24,4.92,3.27,4.97
trigram_inner,mlm_cosdist,trust,word_replacement,allsides_rank_similarity,0.31,0.17,0.16,0.18,0.0
trigram_inner,mlm_cosdist,trust,word_replacement,pew_rank_similarity,0.22,0.14,0.07,0.21,0.09
trigram_inner,mlm_cosdist,source,span_cutoff,cluster_performance,4.84,4.09,5.59,5.17,5.0
trigram_inner,mlm_cosdist,source,span_cutoff,allsides_rank_similarity,0.34,0.12,0.16,0.24,-0.02
trigram_inner,mlm_cosdist,source,span_cutoff,pew_rank_similarity,0.24,0.16,0.08,0.22,0.05
trigram_inner,mlm_cosdist,source,sentence_order_replacement,cluster_performance,4.28,4.99,4.67,4.64,4.75
trigram_inner,mlm_cosdist,source,sentence_order_replacement,allsides_rank_similarity,0.33,0.12,0.19,0.21,0.01
trigram_inner,mlm_cosdist,source,sentence_order_replacement,pew_rank_similarity,0.25,0.13,0.12,0.19,0.06
trigram_inner,mlm_cosdist,source,word_order_replacement,cluster_performance,5.07,4.88,5.37,3.01,4.92
trigram_inner,mlm_cosdist,source,word_order_replacement,allsides_rank_similarity,0.35,0.13,0.16,0.2,-0.03
trigram_inner,mlm_cosdist,source,word_order_replacement,pew_rank_similarity,0.23,0.14,0.08,0.22,0.04
trigram_inner,mlm_cosdist,source,sentence_replacement,cluster_performance,3.6,4.52,4.58,4.37,5.13
trigram_inner,mlm_cosdist,source,sentence_replacement,allsides_rank_similarity,0.32,0.15,0.19,0.21,0.04
trigram_inner,mlm_cosdist,source,sentence_replacement,pew_rank_similarity,0.22,0.16,0.12,0.22,0.08
trigram_inner,mlm_cosdist,source,word_replacement,cluster_performance,4.28,4.36,5.0,3.29,5.01
trigram_inner,mlm_cosdist,source,word_replacement,allsides_rank_similarity,0.31,0.17,0.16,0.18,0.0
trigram_inner,mlm_cosdist,source,word_replacement,pew_rank_similarity,0.23,0.17,0.11,0.2,0.09
trigram_inner,mlm_supercon,trust,word_replacement,cluster_performance,3.6,4.44,5.1,2.84,5.11
trigram_inner,mlm_supercon,trust,word_replacement,allsides_rank_similarity,0.33,0.15,0.21,0.19,0.0
trigram_inner,mlm_supercon,trust,word_replacement,pew_rank_similarity,0.28,0.14,0.08,0.22,0.04
trigram_inner,mlm_supercon,trust,sentence_replacement,cluster_performance,3.59,5.32,5.11,4.38,4.86
trigram_inner,mlm_supercon,trust,sentence_replacement,allsides_rank_similarity,0.37,0.14,0.2,0.21,0.01
trigram_inner,mlm_supercon,trust,sentence_replacement,pew_rank_similarity,0.22,0.12,0.1,0.24,0.08
trigram_inner,mlm_supercon,trust,sentence_order_replacement,cluster_performance,4.57,3.92,5.13,2.84,4.67
trigram_inner,mlm_supercon,trust,sentence_order_replacement,allsides_rank_similarity,0.34,0.12,0.19,0.22,0.01
trigram_inner,mlm_supercon,trust,sentence_order_replacement,pew_rank_similarity,0.23,0.11,0.08,0.23,0.1
trigram_inner,mlm_supercon,trust,span_cutoff,cluster_performance,3.81,3.92,5.12,2.84,4.55
trigram_inner,mlm_supercon,trust,span_cutoff,allsides_rank_similarity,0.33,0.11,0.22,0.18,-0.0
trigram_inner,mlm_supercon,trust,span_cutoff,pew_rank_similarity,0.21,0.12,0.12,0.19,0.1
trigram_inner,mlm_supercon,trust,word_order_replacement,cluster_performance,5.62,5.01,5.47,2.84,4.89
trigram_inner,mlm_supercon,trust,word_order_replacement,allsides_rank_similarity,0.34,0.13,0.19,0.19,-0.03
trigram_inner,mlm_supercon,trust,word_order_replacement,pew_rank_similarity,0.22,0.15,0.08,0.21,0.04
trigram_inner,mlm_supercon,source,word_replacement,cluster_performance,3.6,4.57,5.1,3.01,5.15
trigram_inner,mlm_supercon,source,word_replacement,allsides_rank_similarity,0.33,0.15,0.21,0.19,0.0
trigram_inner,mlm_supercon,source,word_replacement,pew_rank_similarity,0.27,0.16,0.12,0.21,0.02
trigram_inner,mlm_supercon,source,sentence_replacement,cluster_performance,3.6,5.45,5.24,4.64,4.98
trigram_inner,mlm_supercon,source,sentence_replacement,allsides_rank_similarity,0.37,0.14,0.2,0.21,0.01
trigram_inner,mlm_supercon,source,sentence_replacement,pew_rank_similarity,0.24,0.13,0.12,0.23,0.09
trigram_inner,mlm_supercon,source,span_cutoff,cluster_performance,3.82,4.05,5.11,3.01,4.58
trigram_inner,mlm_supercon,source,span_cutoff,allsides_rank_similarity,0.33,0.11,0.22,0.18,-0.0
trigram_inner,mlm_supercon,source,span_cutoff,pew_rank_similarity,0.21,0.16,0.16,0.18,0.07
trigram_inner,mlm_supercon,source,sentence_order_replacement,cluster_performance,4.57,4.05,5.24,3.01,4.72
trigram_inner,mlm_supercon,source,sentence_order_replacement,allsides_rank_similarity,0.34,0.12,0.19,0.22,0.01
trigram_inner,mlm_supercon,source,sentence_order_replacement,pew_rank_similarity,0.24,0.12,0.11,0.22,0.06
trigram_inner,mlm_supercon,source,word_order_replacement,cluster_performance,5.61,5.14,5.66,3.01,4.92
trigram_inner,mlm_supercon,source,word_order_replacement,allsides_rank_similarity,0.34,0.13,0.19,0.19,-0.03
trigram_inner,mlm_supercon,source,word_order_replacement,pew_rank_similarity,0.23,0.13,0.12,0.21,0.04
bert,mlm,trust,sentence_replacement,cluster_performance,3.38,4.5,4.36,3.99,5.3
bert,mlm,trust,sentence_replacement,allsides_rank_similarity,0.37,0.2,0.23,0.33,0.14
bert,mlm,trust,sentence_replacement,pew_rank_similarity,0.27,0.2,0.18,0.3,0.21
bert,mlm,trust,word_order_replacement,cluster_performance,5.61,4.99,4.39,4.32,5.08
bert,mlm,trust,word_order_replacement,allsides_rank_similarity,0.31,0.12,0.24,0.27,0.1
bert,mlm,trust,word_order_replacement,pew_rank_similarity,0.25,0.12,0.17,0.28,0.13
bert,mlm,trust,word_replacement,cluster_performance,5.15,4.65,4.35,5.44,5.18
bert,mlm,trust,word_replacement,allsides_rank_similarity,0.36,0.18,0.25,0.31,0.14
bert,mlm,trust,word_replacement,pew_rank_similarity,0.24,0.14,0.17,0.27,0.16
bert,mlm,trust,duplicate,cluster_performance,3.83,4.71,4.36,3.97,5.71
bert,mlm,trust,duplicate,allsides_rank_similarity,0.38,0.18,0.26,0.32,0.15
bert,mlm,trust,duplicate,pew_rank_similarity,0.26,0.16,0.2,0.28,0.14
bert,mlm,trust,no_augmentation,cluster_performance,5.61,4.6,4.66,5.05,4.86
bert,mlm,trust,no_augmentation,allsides_rank_similarity,0.31,0.14,0.19,0.2,0.12
bert,mlm,trust,no_augmentation,pew_rank_similarity,0.23,0.14,0.15,0.25,0.18
bert,mlm,trust,span_cutoff,cluster_performance,5.38,6.05,4.34,3.99,5.29
bert,mlm,trust,span_cutoff,allsides_rank_similarity,0.4,0.18,0.26,0.31,0.15
bert,mlm,trust,span_cutoff,pew_rank_similarity,0.28,0.16,0.16,0.28,0.18
bert,mlm,trust,sentence_order_replacement,cluster_performance,5.33,4.86,4.34,4.14,5.03
bert,mlm,trust,sentence_order_replacement,allsides_rank_similarity,0.35,0.18,0.27,0.28,0.14
bert,mlm,trust,sentence_order_replacement,pew_rank_similarity,0.26,0.16,0.2,0.26,0.15
bert,mlm,source,sentence_replacement,cluster_performance,3.34,4.63,4.44,4.07,5.44
bert,mlm,source,sentence_replacement,allsides_rank_similarity,0.37,0.2,0.23,0.33,0.14
bert,mlm,source,sentence_replacement,pew_rank_similarity,0.29,0.2,0.16,0.32,0.18
bert,mlm,source,word_order_replacement,cluster_performance,5.62,5.13,4.46,4.33,5.11
bert,mlm,source,word_order_replacement,allsides_rank_similarity,0.31,0.12,0.24,0.27,0.1
bert,mlm,source,word_order_replacement,pew_rank_similarity,0.25,0.12,0.16,0.24,0.1
bert,mlm,source,word_replacement,cluster_performance,5.16,4.79,4.42,5.64,5.24
bert,mlm,source,word_replacement,allsides_rank_similarity,0.36,0.18,0.25,0.31,0.14
bert,mlm,source,word_replacement,pew_rank_similarity,0.25,0.13,0.19,0.27,0.12
bert,mlm,source,sentence_order_replacement,cluster_performance,5.34,5.0,4.41,4.25,5.12
bert,mlm,source,sentence_order_replacement,allsides_rank_similarity,0.35,0.18,0.27,0.28,0.14
bert,mlm,source,sentence_order_replacement,pew_rank_similarity,0.28,0.16,0.19,0.26,0.12
bert,mlm,source,duplicate,cluster_performance,3.84,4.84,4.44,4.17,5.82
bert,mlm,source,duplicate,allsides_rank_similarity,0.38,0.18,0.26,0.32,0.15
bert,mlm,source,duplicate,pew_rank_similarity,0.27,0.15,0.21,0.29,0.1
bert,mlm,source,no_augmentation,cluster_performance,5.62,4.73,4.79,5.12,4.94
bert,mlm,source,no_augmentation,allsides_rank_similarity,0.31,0.14,0.19,0.2,0.12
bert,mlm,source,no_augmentation,pew_rank_similarity,0.23,0.12,0.16,0.23,0.16
bert,mlm,source,span_cutoff,cluster_performance,5.4,6.24,4.41,4.07,5.43
bert,mlm,source,span_cutoff,allsides_rank_similarity,0.4,0.18,0.26,0.31,0.15
bert,mlm,source,span_cutoff,pew_rank_similarity,0.32,0.16,0.16,0.29,0.15
bert,mlm_cosdist,trust,word_order_replacement,cluster_performance,6.52,4.99,4.3,5.44,5.03
bert,mlm_cosdist,trust,word_order_replacement,allsides_rank_similarity,0.33,0.17,0.24,0.35,0.1
bert,mlm_cosdist,trust,word_order_replacement,pew_rank_similarity,0.23,0.15,0.16,0.3,0.15
bert,mlm_cosdist,trust,word_replacement,cluster_performance,3.38,6.05,4.3,4.03,4.77
bert,mlm_cosdist,trust,word_replacement,allsides_rank_similarity,0.4,0.21,0.22,0.32,0.14
bert,mlm_cosdist,trust,word_replacement,pew_rank_similarity,0.3,0.19,0.17,0.29,0.18
bert,mlm_cosdist,trust,sentence_replacement,cluster_performance,2.88,4.57,4.3,4.03,5.34
bert,mlm_cosdist,trust,sentence_replacement,allsides_rank_similarity,0.39,0.19,0.25,0.33,0.16
bert,mlm_cosdist,trust,sentence_replacement,pew_rank_similarity,0.3,0.18,0.21,0.27,0.2
bert,mlm_cosdist,trust,sentence_order_replacement,cluster_performance,2.88,4.72,4.3,4.14,5.71
bert,mlm_cosdist,trust,sentence_order_replacement,allsides_rank_similarity,0.41,0.16,0.24,0.31,0.12
bert,mlm_cosdist,trust,sentence_order_replacement,pew_rank_similarity,0.31,0.16,0.18,0.28,0.16
bert,mlm_cosdist,trust,span_cutoff,cluster_performance,6.52,4.61,4.34,3.99,4.87
bert,mlm_cosdist,trust,span_cutoff,allsides_rank_similarity,0.38,0.17,0.23,0.33,0.12
bert,mlm_cosdist,trust,span_cutoff,pew_rank_similarity,0.24,0.16,0.16,0.28,0.14
bert,mlm_cosdist,source,word_order_replacement,cluster_performance,6.53,5.13,4.37,5.64,5.12
bert,mlm_cosdist,source,word_order_replacement,allsides_rank_similarity,0.33,0.17,0.24,0.35,0.1
bert,mlm_cosdist,source,word_order_replacement,pew_rank_similarity,0.24,0.15,0.17,0.28,0.1
bert,mlm_cosdist,source,word_replacement,cluster_performance,3.38,6.24,4.37,4.14,4.85
bert,mlm_cosdist,source,word_replacement,allsides_rank_similarity,0.4,0.21,0.22,0.32,0.14
bert,mlm_cosdist,source,word_replacement,pew_rank_similarity,0.32,0.18,0.17,0.3,0.15
bert,mlm_cosdist,source,span_cutoff,cluster_performance,6.53,4.73,4.41,4.07,4.95
bert,mlm_cosdist,source,span_cutoff,allsides_rank_similarity,0.38,0.17,0.23,0.33,0.12
bert,mlm_cosdist,source,span_cutoff,pew_rank_similarity,0.26,0.16,0.17,0.28,0.1
bert,mlm_cosdist,source,sentence_replacement,cluster_performance,2.82,4.7,4.37,4.14,5.5
bert,mlm_cosdist,source,sentence_replacement,allsides_rank_similarity,0.39,0.19,0.25,0.33,0.16
bert,mlm_cosdist,source,sentence_replacement,pew_rank_similarity,0.32,0.17,0.21,0.28,0.16
bert,mlm_cosdist,source,sentence_order_replacement,cluster_performance,2.82,4.85,4.37,4.25,5.82
bert,mlm_cosdist,source,sentence_order_replacement,allsides_rank_similarity,0.41,0.16,0.24,0.31,0.12
bert,mlm_cosdist,source,sentence_order_replacement,pew_rank_similarity,0.32,0.14,0.19,0.29,0.13
bert,mlm_supercon,trust,word_order_replacement,cluster_performance,6.52,4.61,4.34,5.44,5.03
bert,mlm_supercon,trust,word_order_replacement,allsides_rank_similarity,0.33,0.17,0.24,0.34,0.11
bert,mlm_supercon,trust,word_order_replacement,pew_rank_similarity,0.23,0.15,0.19,0.3,0.14
bert,mlm_supercon,trust,sentence_order_replacement,cluster_performance,2.88,4.67,4.36,4.14,5.56
bert,mlm_supercon,trust,sentence_order_replacement,allsides_rank_similarity,0.42,0.18,0.23,0.3,0.12
bert,mlm_supercon,trust,sentence_order_replacement,pew_rank_similarity,0.31,0.15,0.16,0.26,0.16
bert,mlm_supercon,trust,span_cutoff,cluster_performance,2.88,4.67,4.36,4.14,5.71
bert,mlm_supercon,trust,span_cutoff,allsides_rank_similarity,0.39,0.18,0.23,0.31,0.12
bert,mlm_supercon,trust,span_cutoff,pew_rank_similarity,0.29,0.15,0.16,0.28,0.14
bert,mlm_supercon,trust,word_replacement,cluster_performance,5.02,6.05,4.36,4.03,4.77
bert,mlm_supercon,trust,word_replacement,allsides_rank_similarity,0.36,0.18,0.25,0.29,0.14
bert,mlm_supercon,trust,word_replacement,pew_rank_similarity,0.27,0.16,0.16,0.24,0.16
bert,mlm_supercon,trust,sentence_replacement,cluster_performance,5.33,4.4,4.36,3.99,5.02
bert,mlm_supercon,trust,sentence_replacement,allsides_rank_similarity,0.36,0.19,0.22,0.32,0.11
bert,mlm_supercon,trust,sentence_replacement,pew_rank_similarity,0.26,0.17,0.18,0.29,0.16
bert,mlm_supercon,source,word_order_replacement,cluster_performance,6.53,4.73,4.41,5.64,5.12
bert,mlm_supercon,source,word_order_replacement,allsides_rank_similarity,0.33,0.17,0.24,0.34,0.11
bert,mlm_supercon,source,word_order_replacement,pew_rank_similarity,0.25,0.15,0.2,0.3,0.1
bert,mlm_supercon,source,span_cutoff,cluster_performance,2.82,4.8,4.44,4.25,5.82
bert,mlm_supercon,source,span_cutoff,allsides_rank_similarity,0.39,0.18,0.23,0.31,0.12
bert,mlm_supercon,source,span_cutoff,pew_rank_similarity,0.31,0.15,0.18,0.29,0.11
bert,mlm_supercon,source,word_replacement,cluster_performance,5.05,6.24,4.44,4.14,4.86
bert,mlm_supercon,source,word_replacement,allsides_rank_similarity,0.36,0.18,0.25,0.29,0.14
bert,mlm_supercon,source,word_replacement,pew_rank_similarity,0.28,0.16,0.18,0.26,0.12
bert,mlm_supercon,source,sentence_replacement,cluster_performance,5.34,4.53,4.44,4.07,5.15
bert,mlm_supercon,source,sentence_replacement,allsides_rank_similarity,0.36,0.19,0.22,0.32,0.11
bert,mlm_supercon,source,sentence_replacement,pew_rank_similarity,0.28,0.17,0.19,0.31,0.13
bert,mlm_supercon,source,sentence_order_replacement,cluster_performance,2.82,4.8,4.44,4.25,5.71
bert,mlm_supercon,source,sentence_order_replacement,allsides_rank_similarity,0.42,0.18,0.23,0.3,0.12
bert,mlm_supercon,source,sentence_order_replacement,pew_rank_similarity,0.33,0.15,0.15,0.28,0.12
